,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects 
1137,87,10,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,1
1138,26,3,1,3,63,292.56,0.11,9.43,31.03,2758.45,0.1,153.25,8,13,3,0,11,14,39,24,5,1
1139,7,3,1,3,46,191.82,0.14,7.2,26.64,1381.08,0.06,76.73,4,0,1,0,8,10,28,18,5,1
1140,11,1,1,1,17,60.94,0.2,4.9,12.44,298.63,0.02,16.59,5,0,3,1,7,5,10,7,1,1
1141,31,3,1,3,88,451.38,0.11,8.94,50.5,4034.18,0.15,224.12,23,0,6,0,11,24,49,39,5,1
1142,129,16,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28,1
1143,20,11,1,2,128,685.77,0.05,18.24,37.6,12508.38,0.23,694.91,19,0,1,0,16,25,71,57,21,1
1144,20,7,7,2,103,472.25,0.05,19.46,24.27,9190.73,0.16,510.6,20,0,0,0,11,13,57,46,13,1
1145,12,4,4,3,46,225.72,0.12,8.31,27.15,1876.27,0.08,104.24,8,0,2,0,14,16,27,19,7,1
1146,63,9,5,2,106,520.13,0.04,24.57,21.17,12780.35,0.17,710.02,16,22,14,9,16,14,63,43,17,1
1147,18,2,1,1,31,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,2,0,14,10,19,12,3,1
1148,27,10,10,5,93,488.06,0.06,15.79,30.92,7704.33,0.16,428.02,21,0,4,0,17,21,54,39,19,1
1149,17,2,1,1,31,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,1,0,14,10,19,12,3,1
1150,17,2,1,1,31,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,1,0,14,10,19,12,3,1
1151,35,10,9,7,90,412.65,0.04,24.5,16.84,10109.84,0.14,561.66,28,0,5,0,14,10,55,35,19,1
1152,18,4,4,3,52,247.25,0.04,23.75,10.41,5872.29,0.08,326.24,15,0,1,0,19,8,32,20,7,1
1153,69,22,21,6,185,1064.65,0.05,19.81,53.73,21095.36,0.35,1171.96,53,0,7,7,19,35,112,73,43,1
1154,12,3,3,1,40,183.4,0.07,15.0,12.23,2750.98,0.06,152.83,9,0,1,0,16,8,25,15,5,1
1155,12,2,1,1,16,59.21,0.21,4.8,12.33,284.19,0.02,15.79,7,0,3,0,8,5,10,6,3,1
1156,26,5,5,1,64,317.07,0.06,15.79,20.09,5005.15,0.11,278.06,19,0,5,0,17,14,38,26,9,1
1157,73,15,14,15,252,1506.27,0.04,23.5,64.09,35397.45,0.5,1966.53,52,4,14,0,21,42,158,94,29,1
1158,70,8,1,7,178,920.25,0.05,21.95,41.92,20203.6,0.31,1122.42,52,6,9,0,14,22,109,69,15,1
1159,53,6,4,5,147,741.53,0.06,16.0,46.35,11864.41,0.25,659.13,38,4,8,0,12,21,91,56,11,1
1160,46,2,1,2,113,593.02,0.11,9.11,65.12,5400.68,0.2,300.04,23,7,13,0,10,28,62,51,3,1
1161,41,7,1,5,139,796.18,0.05,18.79,42.38,14958.55,0.27,831.03,33,2,4,0,20,33,77,62,13,1
1162,214,13,1,10,485,3039.39,0.02,47.92,63.42,145652.41,1.01,8091.8,126,65,19,0,26,51,297,188,19,1
1163,167,13,1,13,541,3654.39,0.03,29.9,122.22,109266.38,1.22,6070.35,125,8,32,0,23,85,320,221,25,1
1164,21,3,1,2,49,224.66,0.07,14.7,15.28,3302.55,0.07,183.47,15,0,4,0,14,10,28,21,5,1
1165,34,9,1,4,107,519.79,0.04,27.69,18.77,14394.57,0.17,799.7,31,0,1,0,16,13,62,45,17,1
1166,15,2,1,2,27,102.8,0.22,4.5,22.84,462.59,0.03,25.7,9,1,3,0,6,8,15,12,3,1
1167,28,5,1,3,67,331.93,0.08,12.76,26.0,4237.0,0.11,235.39,14,0,12,0,14,17,36,31,9,1
1168,148,14,8,9,475,3083.63,0.03,38.14,80.84,117618.47,1.03,6534.36,112,10,21,1,27,63,297,178,26,1
1169,42,7,1,5,149,808.51,0.04,26.96,29.99,21794.71,0.27,1210.82,33,3,3,1,20,23,87,62,13,1
1170,145,19,12,18,392,2610.02,0.06,17.22,151.54,44953.74,0.87,2497.43,127,1,13,2,16,85,209,183,37,1
1171,54,3,1,2,194,1121.58,0.05,21.16,53.0,23735.14,0.37,1318.62,43,5,4,0,18,37,107,87,5,1
1172,34,9,4,7,352,2062.01,0.03,36.58,56.37,75426.13,0.69,4190.34,29,0,3,0,20,38,213,139,17,1
1173,40,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1174,43,8,5,4,66,320.63,0.11,8.82,36.34,2829.06,0.11,157.17,27,4,9,1,12,17,41,25,15,1
1175,97,33,30,11,462,2424.54,0.01,113.47,21.37,275104.76,0.81,15283.6,53,31,10,0,23,15,314,148,65,1
1176,74,7,1,6,252,1383.95,0.02,51.75,26.74,71619.26,0.46,3978.85,57,13,4,0,23,22,153,99,13,1
1177,28,4,1,2,69,338.58,0.06,16.35,20.71,5534.41,0.11,307.47,20,0,6,0,17,13,44,25,7,1
1178,32,9,1,1,50,250.0,0.13,7.94,31.48,1985.29,0.08,110.29,22,0,8,0,15,17,32,18,10,1
1179,81,15,10,14,266,1485.6,0.05,20.43,72.72,30348.69,0.5,1686.04,72,4,2,1,13,35,156,110,29,1
1180,11,2,1,2,17,56.47,0.29,3.5,16.14,197.65,0.02,10.98,9,0,0,0,5,5,10,7,3,1
1181,11,2,1,2,17,56.47,0.29,3.5,16.14,197.65,0.02,10.98,9,0,0,0,5,5,10,7,3,1
1182,7,1,1,1,13,44.97,0.29,3.5,12.85,157.4,0.01,8.74,4,0,1,0,7,4,9,4,1,1
1183,99,20,20,2,136,691.89,0.05,19.0,36.42,13146.0,0.23,730.33,53,36,8,0,17,17,98,38,39,1
1184,7,2,1,1,12,39.86,0.21,4.67,8.54,186.03,0.01,10.33,5,0,0,0,7,3,8,4,3,1
1185,12,5,5,1,35,151.27,0.07,14.0,10.8,2117.74,0.05,117.65,10,0,0,0,14,6,23,12,9,1
1186,26,1,1,1,74,339.29,0.06,16.8,20.2,5700.03,0.11,316.67,10,7,6,0,14,10,50,24,1,1
1187,80,14,1,12,191,1072.41,0.06,16.99,63.14,18215.19,0.36,1011.96,63,3,10,2,15,34,114,77,27,1
1188,96,5,1,3,341,2117.42,0.03,28.7,73.77,60777.9,0.71,3376.55,63,17,14,0,20,54,186,155,9,1
1189,24,2,1,2,59,250.63,0.07,15.13,16.57,3790.74,0.08,210.6,15,2,5,0,11,8,37,22,3,1
1190,78,13,4,6,347,2006.13,0.02,54.63,36.73,109584.95,0.67,6088.05,51,16,9,0,23,32,195,152,25,1
1191,269,75,63,42,1119,7977.67,0.01,99.0,80.58,789789.1,2.66,43877.17,226,19,17,4,45,95,701,418,144,1
1192,234,23,16,15,637,4104.16,0.02,59.4,69.09,243786.81,1.37,13543.71,134,81,17,0,27,60,373,264,45,1
1193,31,4,1,3,103,551.83,0.07,13.56,40.7,7481.51,0.18,415.64,23,0,6,0,15,26,56,47,7,1
1194,32,4,1,3,103,551.83,0.07,13.56,40.7,7481.51,0.18,415.64,24,0,6,0,15,26,56,47,7,1
1195,42,15,10,7,194,995.08,0.02,50.25,19.8,50002.82,0.33,2777.93,29,6,2,3,21,14,127,67,29,1
1196,115,19,17,14,246,1326.51,0.03,31.13,42.62,41287.63,0.44,2293.76,76,20,14,3,18,24,163,83,37,1
1197,34,6,6,3,105,529.66,0.03,30.0,17.66,15889.84,0.18,882.77,24,1,7,0,20,13,66,39,11,1
1198,53,10,8,4,182,1010.94,0.02,42.1,24.02,42555.56,0.34,2364.2,42,1,8,0,26,21,114,68,19,1
1199,29,3,1,3,101,530.04,0.09,11.7,45.3,6201.48,0.18,344.53,28,0,1,0,13,25,56,45,5,1
1200,10,2,1,2,29,129.32,0.18,5.5,23.51,711.28,0.04,39.52,8,0,0,0,11,11,18,11,3,1
1201,11,2,1,2,33,149.28,0.17,5.96,25.05,889.45,0.05,49.41,9,0,0,0,11,12,20,13,3,1
1202,38,5,3,5,146,810.97,0.06,16.0,50.69,12975.52,0.27,720.86,34,0,2,0,16,31,84,62,9,1
1203,23,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1204,7,2,1,2,23,94.01,0.23,4.44,21.15,417.83,0.03,23.21,5,0,0,0,8,9,13,10,3,1
1205,14,6,1,6,66,306.49,0.16,6.22,49.26,1907.08,0.1,105.95,12,0,0,0,7,18,34,32,11,1
1206,36,6,5,5,157,857.13,0.06,15.94,53.79,13658.79,0.29,758.82,31,1,2,0,13,31,81,76,11,1
1207,16,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1208,42,7,1,4,116,617.34,0.05,19.9,31.01,12288.08,0.21,682.67,33,0,7,0,19,21,72,44,13,1
1209,15,2,1,2,35,151.27,0.19,5.33,28.36,806.76,0.05,44.82,13,0,2,0,8,12,19,16,3,1
1210,15,2,1,2,35,151.27,0.19,5.33,28.36,806.76,0.05,44.82,13,0,2,0,8,12,19,16,3,1
1211,15,3,1,3,45,197.65,0.15,6.46,30.59,1277.15,0.07,70.95,10,0,3,0,8,13,24,21,5,1
1212,15,3,1,3,45,197.65,0.15,6.46,30.59,1277.15,0.07,70.95,10,0,3,0,8,13,24,21,5,1
1213,50,11,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,1
1214,12,2,1,2,30,125.1,0.26,3.82,32.75,477.65,0.04,26.54,10,0,0,0,7,11,18,12,3,1
1215,294,117,117,113,1494,9417.85,0.01,87.23,107.97,821500.74,3.14,45638.93,258,17,13,2,22,57,1042,452,233,1
1216,40,7,1,5,107,548.83,0.05,19.5,28.15,10702.25,0.18,594.57,30,1,5,2,15,20,55,52,13,1
1217,10,6,6,2,151,774.52,0.04,23.29,33.25,18041.8,0.26,1002.32,7,0,1,0,18,17,107,44,11,1
1218,80,11,9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,1
1219,79,3,1,3,168,979.93,0.07,14.46,67.75,14173.92,0.33,787.44,71,0,6,0,15,42,87,81,5,1
1220,73,10,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,1
1221,78,9,4,8,239,1434.0,0.03,34.89,41.1,50039.05,0.48,2779.95,56,0,21,0,26,38,137,102,17,1
1222,23,2,1,2,47,225.95,0.15,6.79,33.26,1535.1,0.08,85.28,18,0,3,0,11,17,26,21,3,1
1223,49,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,1
1224,76,3,1,3,237,1405.58,0.04,23.52,59.75,33064.71,0.47,1836.93,65,0,9,0,19,42,133,104,5,1
1225,70,4,4,3,252,1523.19,0.04,25.41,59.95,38699.58,0.51,2149.98,54,4,10,0,23,43,157,95,7,1
1226,162,27,5,15,492,3261.64,0.03,33.11,98.51,107986.84,1.09,5999.27,123,19,16,2,25,74,296,196,53,1
1227,44,16,13,5,474,2675.19,0.02,55.39,48.29,148186.3,0.89,8232.57,32,6,3,0,22,28,333,141,31,1
1228,30,5,1,4,106,592.01,0.07,14.7,40.27,8702.49,0.2,483.47,29,0,1,0,18,30,57,49,9,1
1229,22,3,1,1,77,338.21,0.08,12.27,27.56,4150.74,0.11,230.6,15,0,4,1,10,11,50,27,5,1
1230,17,3,1,1,30,120.0,0.09,10.83,11.08,1300.0,0.04,72.22,12,0,3,0,10,6,17,13,5,1
1231,84,11,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,1
1232,91,11,3,10,233,1340.89,0.04,23.82,56.28,31944.7,0.45,1774.71,51,18,16,4,20,34,152,81,21,1
1233,65,12,8,9,213,1236.97,0.04,24.72,50.03,30580.56,0.41,1698.92,48,0,15,0,20,36,124,89,23,1
1234,39,8,3,5,106,520.13,0.03,29.42,17.68,15303.84,0.17,850.21,25,7,4,1,17,13,61,45,15,1
1235,32,4,1,3,33,140.18,0.14,7.22,19.41,1012.42,0.05,56.25,18,9,3,0,10,9,20,13,7,1
1236,159,10,1,2,419,2376.75,0.02,63.34,37.52,150554.58,0.79,8364.13,95,39,21,1,22,29,252,167,19,1
1237,33,2,1,2,45,200.67,0.2,4.9,40.95,983.3,0.07,54.63,19,9,3,0,7,15,24,21,3,1
1238,57,12,10,10,216,1275.89,0.04,23.96,53.25,30572.25,0.43,1698.46,46,1,6,1,21,39,127,89,23,1
1239,27,2,1,2,39,171.3,0.22,4.5,38.07,770.85,0.06,42.83,18,4,3,0,7,14,21,18,3,1
1240,37,2,1,2,102,556.86,0.13,7.67,72.63,4269.28,0.19,237.18,23,4,8,0,11,33,56,46,3,1
1241,286,85,1,83,1614,10966.19,0.02,53.22,206.05,583632.03,3.66,32424.0,267,4,13,0,16,95,982,632,169,1
1242,29,3,1,3,87,408.94,0.06,15.43,26.51,6309.33,0.14,350.52,20,2,3,2,12,14,51,36,5,1
1243,12,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1244,35,12,6,6,136,680.0,0.04,28.33,24.0,19266.67,0.23,1070.37,28,0,4,1,17,15,86,50,23,1
1245,19,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1
1246,15,6,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,1
1247,101,18,12,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35,1
1248,151,20,12,16,541,3327.01,0.02,55.4,60.05,184330.69,1.11,10240.59,98,22,26,3,24,47,324,217,39,1
1249,67,22,19,22,299,1794.0,0.03,29.32,61.19,52596.82,0.6,2922.05,51,0,3,11,20,44,170,129,43,1
1250,205,49,40,49,723,5176.59,0.03,38.33,135.04,198443.54,1.73,11024.64,171,5,27,0,31,112,446,277,86,1
1251,93,15,7,12,333,2061.21,0.03,38.02,54.21,78368.98,0.69,4353.83,72,0,16,3,25,48,187,146,29,1
1252,74,5,4,3,265,1635.03,0.03,28.83,56.72,47131.52,0.55,2618.42,62,1,9,0,26,46,163,102,9,1
1253,48,5,5,5,141,803.76,0.07,14.22,56.51,11431.28,0.27,635.07,34,1,11,0,16,36,77,64,9,1
1254,115,17,11,17,405,2567.64,0.03,39.25,65.42,100779.84,0.86,5598.88,98,2,12,0,27,54,248,157,31,1
1255,39,8,3,5,119,645.73,0.05,20.87,30.94,13476.01,0.22,748.67,30,1,6,0,20,23,71,48,15,1
1256,32,5,1,5,80,392.55,0.1,10.42,37.67,4090.8,0.13,227.27,20,1,9,0,11,19,44,36,9,1
1257,47,8,7,6,140,739.96,0.04,24.0,30.83,17758.95,0.25,986.61,34,1,10,0,18,21,84,56,15,1
1258,17,2,1,2,52,228.4,0.16,6.25,36.54,1427.5,0.08,79.31,15,0,2,0,7,14,27,25,3,1
1259,272,28,17,22,985,6861.3,0.02,59.36,115.58,407298.3,2.29,22627.68,203,34,29,4,31,94,625,360,55,1
1260,111,13,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,25,1
1261,36,2,1,2,104,537.67,0.07,14.32,37.55,7698.49,0.18,427.69,21,6,6,0,14,22,59,45,3,1
1262,31,5,1,4,98,485.51,0.07,15.24,31.87,7396.91,0.16,410.94,25,0,4,0,14,17,61,37,9,1
1263,33,3,1,3,90,437.22,0.06,15.84,27.6,6927.18,0.15,384.84,27,0,4,0,13,16,51,39,5,1
1264,53,6,1,4,160,873.51,0.05,20.46,42.69,17874.58,0.29,993.03,41,1,9,0,17,27,95,65,11,1
1265,57,7,1,4,222,1129.42,0.03,37.78,29.9,42666.86,0.38,2370.38,49,0,2,4,16,18,137,85,13,1
1266,33,3,1,2,117,549.95,0.05,18.86,29.16,10370.51,0.18,576.14,27,0,3,1,12,14,73,44,5,1
1267,465,68,17,12,1347,7956.58,0.0,214.5,37.09,1706686.76,2.65,94815.93,371,34,58,0,26,34,786,561,133,1
1268,108,14,3,11,315,1812.79,0.03,32.65,55.53,59182.25,0.6,3287.9,73,14,17,2,20,34,204,111,27,1
1269,84,11,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,1
1270,19,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1271,126,64,61,45,694,4527.35,0.02,52.59,86.09,238097.56,1.51,13227.64,91,6,17,10,26,66,427,267,127,1
1272,17,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1273,36,6,1,5,121,615.58,0.06,16.1,38.25,9907.96,0.21,550.44,32,0,1,0,13,21,69,52,11,1
1274,58,10,1,10,182,1047.39,0.04,23.82,43.96,24952.52,0.35,1386.25,50,0,1,5,20,34,101,81,19,1
1275,44,7,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,1
1276,133,36,25,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,71,1
1277,18,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1278,82,24,20,3,233,1364.91,0.05,21.35,63.92,29145.81,0.45,1619.21,66,6,8,0,17,41,130,103,47,1
1279,12,4,1,2,49,227.55,0.1,9.69,23.48,2205.47,0.08,122.53,8,0,2,0,12,13,28,21,7,1
1280,87,21,16,10,338,2078.61,0.03,38.04,54.64,79077.73,0.69,4393.21,72,0,13,0,25,46,198,140,41,1
1281,7,2,1,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,5,0,0,0,7,5,9,5,3,1
1282,7,2,1,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,5,0,0,0,7,5,9,5,3,1
1283,23,2,1,2,79,391.38,0.09,10.74,36.45,4202.2,0.13,233.46,18,0,3,0,12,19,45,34,3,1
1284,17,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1285,14,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1286,19,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1287,40,11,10,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,1
1288,18,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1289,35,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,1
1290,103,17,14,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,33,1
1291,28,13,13,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,25,1
1292,119,51,50,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,101,1
1293,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1294,126,111,111,67,958,6073.58,0.02,54.4,111.66,330373.16,2.02,18354.06,116,3,5,0,19,62,603,355,221,1
1295,36,5,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,1
1296,33,2,1,2,79,401.91,0.17,5.85,68.75,2349.63,0.13,130.53,20,4,7,0,8,26,41,38,3,1
1297,34,5,1,4,80,407.0,0.09,10.91,37.31,4439.97,0.14,246.66,21,4,7,0,12,22,40,40,9,1
1298,17,5,3,3,44,190.16,0.09,11.0,17.29,2091.81,0.06,116.21,13,0,2,0,11,9,26,18,9,1
1299,68,17,15,7,179,939.38,0.03,39.53,23.76,37133.1,0.31,2062.94,48,5,13,0,21,17,115,64,33,1
1300,20,3,1,2,39,173.92,0.08,12.25,14.2,2130.49,0.06,118.36,14,0,4,0,14,8,25,14,5,1
1301,7,1,1,1,16,55.35,0.34,2.92,18.98,161.44,0.02,8.97,4,0,1,0,5,6,9,7,1,1
1302,32,7,5,6,93,498.25,0.07,14.87,33.51,7408.8,0.17,411.6,23,0,6,0,18,23,55,38,13,1
1303,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1304,12,2,1,2,24,93.77,0.15,6.75,13.89,632.92,0.03,35.16,8,0,2,0,9,6,15,9,3,1
1305,101,17,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,33,1
1306,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1307,146,50,4,34,876,5700.83,0.02,51.27,111.2,292267.81,1.9,16237.1,122,4,5,13,20,71,512,364,99,1
1308,81,6,1,6,200,1104.71,0.1,9.58,115.33,10581.98,0.37,587.89,41,29,7,2,8,38,109,91,11,1
1309,12,4,1,2,49,227.55,0.1,9.69,23.48,2205.47,0.08,122.53,8,0,2,0,12,13,28,21,7,1
1310,234,45,1,45,611,4473.7,0.01,67.38,66.39,301448.3,1.49,16747.13,186,1,45,0,58,102,374,237,48,1
1311,42,5,1,5,155,807.47,0.06,16.56,48.76,13371.62,0.27,742.87,33,2,5,0,12,25,86,69,9,1
1312,249,51,25,40,725,5041.79,0.02,50.11,100.62,252625.98,1.68,14034.78,178,7,32,30,30,94,411,314,101,1
1313,225,55,36,33,767,5269.57,0.02,54.38,96.91,286532.85,1.76,15918.49,180,0,5,38,29,88,437,330,109,1
1314,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1315,19,5,3,2,55,269.88,0.08,13.14,20.53,3546.98,0.09,197.05,13,1,3,0,16,14,32,23,9,1
1316,44,12,10,9,154,860.08,0.04,27.5,31.28,23652.32,0.29,1314.02,33,5,4,0,22,26,89,65,23,1
1317,7,2,1,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,5,0,0,0,7,5,9,5,3,1
1318,43,4,1,4,125,701.84,0.1,10.29,68.19,7223.09,0.23,401.28,32,4,5,0,13,36,68,57,7,1
1319,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1320,228,31,16,24,866,5741.02,0.02,66.45,86.4,381495.01,1.91,21194.17,171,31,21,3,28,71,529,337,61,1
1321,95,17,7,15,299,1766.16,0.03,31.75,55.63,56075.59,0.59,3115.31,81,9,3,0,20,40,172,127,33,1
1322,118,14,4,13,452,2797.8,0.03,30.66,91.25,85782.57,0.93,4765.7,108,1,6,0,17,56,250,202,27,1
1323,20,2,1,2,59,292.3,0.14,7.26,40.24,2123.0,0.1,117.94,15,0,1,0,12,19,36,23,3,1
1324,7,2,1,2,13,44.97,0.33,3.0,14.99,134.92,0.01,7.5,5,0,0,0,6,5,8,5,3,1
1325,12,4,1,2,49,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,8,0,2,0,12,12,28,21,7,1
1326,17,3,1,2,42,189.99,0.11,9.27,20.49,1761.72,0.06,97.87,13,0,2,0,12,11,25,17,5,1
1327,9,1,1,1,32,125.02,0.23,4.33,28.85,541.76,0.04,30.1,7,0,0,0,6,9,19,13,1,1
1328,8,1,1,1,19,65.73,0.3,3.33,19.72,219.1,0.02,12.17,5,0,1,0,5,6,11,8,1,1
1329,12,2,1,2,24,93.77,0.15,6.75,13.89,632.92,0.03,35.16,8,0,2,0,9,6,15,9,3,1
1330,8,1,1,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,2,0,7,5,9,6,1,1
1331,24,3,1,3,56,249.73,0.07,13.8,18.1,3446.25,0.08,191.46,18,0,4,0,12,10,33,23,5,1
1332,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1333,12,4,1,2,49,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,8,0,2,0,12,12,28,21,7,1
1334,123,29,21,18,467,3016.55,0.03,39.29,76.79,118507.5,1.01,6583.75,106,0,10,5,25,63,269,198,57,1
1335,52,14,14,14,213,1183.13,0.03,33.12,35.73,39179.72,0.39,2176.65,47,0,3,0,21,26,132,82,27,1
1336,40,4,1,3,171,922.09,0.04,24.14,38.2,22259.16,0.31,1236.62,29,0,8,1,17,25,100,71,7,1
1337,12,4,1,2,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,1
1338,24,5,1,3,45,197.65,0.14,7.13,27.74,1408.29,0.07,78.24,15,3,4,0,9,12,26,19,9,1
1339,8,2,1,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,0,7,7,10,7,3,1
1340,8,2,1,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,0,7,7,10,7,3,1
1341,8,2,1,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,0,7,7,10,7,3,1
1342,8,2,1,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,0,7,7,10,7,3,1
1343,47,9,1,7,147,816.52,0.04,27.72,29.46,22634.06,0.27,1257.45,33,3,7,2,22,25,84,63,17,1
1344,38,3,1,3,102,539.11,0.09,11.75,45.88,6334.55,0.18,351.92,27,6,5,0,13,26,55,47,5,1
1345,162,2,1,2,938,6043.48,0.03,30.26,199.72,182874.17,2.0,10159.68,160,0,2,0,10,77,472,466,3,1
1346,237,36,11,16,898,6691.19,0.03,38.38,174.34,256814.15,2.23,14267.45,194,22,20,1,28,147,495,403,71,1
1347,100,25,16,20,423,2732.34,0.03,28.68,95.28,78353.86,0.91,4352.99,84,4,12,0,20,68,228,195,49,1
1348,71,6,1,5,193,1198.42,0.08,13.1,91.46,15703.49,0.4,872.42,44,20,7,0,16,58,98,95,11,1
1349,61,13,11,10,236,1338.69,0.03,29.45,45.45,39430.58,0.45,2190.59,46,6,7,2,18,33,128,108,25,1
1350,45,12,8,4,109,559.09,0.04,25.94,21.55,14503.5,0.19,805.75,35,2,6,0,18,17,60,49,23,1
1351,11,3,1,3,36,160.54,0.12,8.4,19.11,1348.53,0.05,74.92,9,0,0,0,12,10,22,14,5,1
1352,526,80,31,60,1469,9339.24,0.01,112.38,83.1,1049575.36,3.11,58309.74,405,30,89,0,22,60,856,613,159,1
1353,63,13,11,8,161,868.16,0.05,18.89,45.96,16398.64,0.29,911.04,54,0,7,0,15,27,93,68,25,1
1354,25,5,4,2,65,322.02,0.07,14.54,22.15,4681.72,0.11,260.1,18,1,4,0,18,13,44,21,9,1
1355,19,3,1,3,58,284.6,0.08,12.0,23.72,3415.2,0.09,189.73,12,0,5,0,16,14,37,21,5,1
1356,51,4,1,4,162,894.82,0.05,20.76,43.1,18575.74,0.3,1031.99,29,11,9,0,19,27,103,59,7,1
1357,8,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1
1358,11,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1
1359,4,1,1,1,9,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,1
